sku,alchool,alt_image,animal,area,australian_like,awards,blended_grapes,bottleml,box_size,cellar_practice,country_of_manufacture,cost,custom_block,custom_label,filtration,florealnew,fruit,international_awards,is_featured,kind,kind_byo_organic,main_grape,manufacturer,method,mineral,myob_btb,myob_btc_h,oak1,pairing,price,product_name,region,second_fermentation,sparkling_residual_sugar,spontaneous_fermentation1,skin_contact,sku_short,spice,stripe_sub_enabled,sw_featured,tastingnotes,vegetal,vineyard_management,Vntg,wild_ferment,wine_producer
DOSSTA14,"area=Valtellina,blended_grapes=Brugnola|Rossola,bottleml=750,box_size=6,cellar_practice=Minimum S02|Unfiltered,filtration=No,fruit=5,kind_byo_organic=Organic Wine,main_grape=Nebbiolo,manufacturer=Dossi Retici,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Lombardia ,skin_contact=No,sku_short=DOSSTA,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2014,wine_producer=Dossi Retici",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PERGRO15,"area=Garda,bottleml=750,box_size=6,cellar_practice=Conventional,filtration=Yes,fruit=5,kind_byo_organic=Organic Wine,main_grape=Groppello,manufacturer=Cantine La Pergola,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Lombardia ,skin_contact=No,sku_short=PERGRO,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2015,wine_producer=Cantine La Pergola",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAZPN19,"alt_image=/t/e/tenuta_mazzolino_terrazze_mazpn19.png,area=Oltrepo Pavese,bottleml=750,box_size=12,cellar_practice=Conventional,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Pinot Nero,manufacturer=Tenuta Mazzolino,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Lombardia ,skin_contact=No,sku_short=MAZPN,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2019,wine_producer=Tenuta Mazzolino",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAZNO15,"alt_image=/t/e/tenuta_mazzolino_noir_mazno15.jpg,area=Oltrepo Pavese,bottleml=750,box_size=6,cellar_practice=Barrel aged,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Pinot Nero,manufacturer=Tenuta Mazzolino,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Lombardia ,skin_contact=No,sku_short=MAZNO,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2015,wine_producer=Tenuta Mazzolino",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCSATEN16,"alt_image=/r/i/ricci_curbastro_saten_rcssaten16.png,area=Franciacorta,bottleml=750,box_size=6,cellar_practice=Minimum S02,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Chardonnay,manufacturer=Ricci Curbastro,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Lombardia ,second_fermentation=Bottle (Metodo Classico)|40 months on lees,skin_contact=No,sku_short=RCSATEN,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2016,wine_producer=Ricci Curbastro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANESSE12,"alt_image=/s/a/santus_essenza_sanesse12.png,area=Franciacorta,bottleml=750,box_size=6,cellar_practice=Botrytis|Conventional,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Chardonnay,manufacturer=Santus,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Lombardia ,second_fermentation=Bottle (Metodo Classico)|60 months on lees,skin_contact=No,sku_short=SANESSE,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2012,wine_producer=Santus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARLEIN,"bottleml=750,box_size=6,cellar_practice=Minimum S02,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Chardonnay,manufacturer=Arunda,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Alto Adige,second_fermentation=Bottle (Metodo Classico)|30 months on lees,skin_contact=No,sku_short=PARLEIN,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,wine_producer=Arunda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARNAT,"alt_image=/p/a/parnat_arunda_brut_zero.jpg,bottleml=750,box_size=6,cellar_practice=No added S02,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Chardonnay,manufacturer=Arunda,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Alto Adige,second_fermentation=Bottle (Metodo Classico)|36 months on lees,skin_contact=No,sku_short=PARNAT,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,wine_producer=Arunda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLCHA19,"bottleml=750,box_size=12,cellar_practice=Barrel aged,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Chardonnay,manufacturer=Colterenzio,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Alto Adige,skin_contact=No,sku_short=COLCHA,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2019,wine_producer=Colterenzio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGABT15,"bottleml=750,box_size=6,cellar_practice=Barrel aged,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Lagrein,manufacturer=Muri Gries,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Alto Adige,skin_contact=No,sku_short=MGABT,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2015,wine_producer=Muri Gries",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGABT16,"alt_image=/m/u/muri_gries_lagrein_riserva_abtei_mgabt15_1.png,bottleml=750,box_size=6,cellar_practice=Barrel aged,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Lagrein,manufacturer=Muri Gries,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Alto Adige,skin_contact=No,sku_short=MGABT,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2016,wine_producer=Muri Gries",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BALBRUT,"alt_image=/b/a/balbrut_balter_brut.jpg,bottleml=750,box_size=6,cellar_practice=Conventional,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Chardonnay,manufacturer=Balter,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Trentino,second_fermentation=Bottle (Metodo Classico)|36 months on lees,skin_contact=No,sku_short=BALBRUT,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,wine_producer=Balter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDCHA17,"alt_image=/g/i/gino_pedrotti_chardonnay_pedcha17.png,area=Valle dei Laghi,bottleml=750,box_size=12,cellar_practice=Minimum S02|Wild ferment,filtration=Yes,fruit=5,kind_byo_organic=Organic Wine,main_grape=Chardonnay,manufacturer=Gino Pedrotti,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Trentino,skin_contact=No,sku_short=PEDCHA,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2017,wine_producer=Gino Pedrotti",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDSCH19,"area=Valle dei Laghi,bottleml=750,box_size=12,cellar_practice=Minimum S02|Wild ferment,filtration=Yes,fruit=5,kind_byo_organic=Organic Wine,main_grape=Schiava Nera,manufacturer=Gino Pedrotti,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Trentino,skin_contact=No,sku_short=PEDSCH,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2019,wine_producer=Gino Pedrotti",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROSANI17,"alt_image=/r/o/rosani17_eugenio_rosi_anisos.jpeg,blended_grapes=Chardonnay|Pinot Bianco,bottleml=750,box_size=6,cellar_practice=No added S02|Skin contact|Unfiltered|Wild ferment,filtration=No,fruit=5,kind_byo_organic=Organic Wine,main_grape=Nosiola,manufacturer=Eugenio Rosi,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Trentino,skin_contact=No,sku_short=ROSANI,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2017,wine_producer=Eugenio Rosi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROSEFF15,"bottleml=750,box_size=12,cellar_practice=Minimum S02|Unfiltered|Wild ferment,filtration=No,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Cabernet Sauvignon,manufacturer=Eugenio Rosi,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Trentino,skin_contact=No,sku_short=ROSEFF,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2015,wine_producer=Eugenio Rosi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VINKER14,"alt_image=/r/u/rudi_vindimian_kerner_vinker14.jpeg,area=Vallagarina,bottleml=750,box_size=6,cellar_practice=Minimum S02|Unfiltered|Unwooded|Wild ferment,filtration=No,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Kerner,manufacturer=Rudi Vindimian,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Trentino,skin_contact=No,sku_short=VINKER,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2014,wine_producer=Rudi Vindimian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VINTER13,"alt_image=/r/u/rudi_vindimian_teroldego_vinter13.png,area=Vallagarina,bottleml=750,box_size=12,cellar_practice=Conventional|Minimum S02|Unfiltered|Wild ferment,filtration=No,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Teroldego,manufacturer=Rudi Vindimian,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Trentino,skin_contact=No,sku_short=VINTER,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2013,wine_producer=Rudi Vindimian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDREB15,"area=Valle dei Laghi,bottleml=750,box_size=12,cellar_practice=Minimum S02|Unfiltered|Wild ferment,filtration=No,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Rebo,manufacturer=Gino Pedrotti,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Trentino,skin_contact=No,sku_short=PEDREB,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2015,wine_producer=Gino Pedrotti",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADASOA20,"bottleml=750,box_size=12,cellar_practice=Minimum S02|Wild ferment,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Garganega,manufacturer=Adalia,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Veneto,skin_contact=No,sku_short=ADASOA,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Biodynamic,Vntg=2020,wine_producer=Adalia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAAMA16,"blended_grapes=Corvina Grossa|Rondinella,bottleml=750,box_size=6,cellar_practice=Barrel aged|Minimum S02|Wild ferment,filtration=No,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Corvina,manufacturer=Adalia,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Veneto,skin_contact=No,sku_short=ADAAMA,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Biodynamic,Vntg=2016,wine_producer=Adalia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAREC16,"blended_grapes=Corvina Grossa|Rondinella,bottleml=500,box_size=6,cellar_practice=Barrel aged|Minimum S02|Wild ferment,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Corvina,manufacturer=Adalia,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Veneto,skin_contact=No,sku_short=ADAREC,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Biodynamic,Vntg=2016,wine_producer=Adalia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBSOS12,"bottleml=750,box_size=6,cellar_practice=No added S02|Unfiltered|Wild ferment,filtration=No,fruit=5,kind_byo_organic=Natural Wine,main_grape=Tocai Rosso,manufacturer=La Biancara Maule,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Veneto,skin_contact=No,sku_short=LBSOS,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Biodynamic,Vntg=2012,wine_producer=La Biancara Maule",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEGSAR18,"alt_image=/c/r/cristiana_meggiolaro_sar__megsar18.jpg,area=Monti Lessini,bottleml=750,box_size=12,cellar_practice=Minimum S02|Unfiltered|Unwooded|Wild ferment,filtration=Yes,fruit=5,kind_byo_organic=Organic Wine,main_grape=Garganega,manufacturer=Cristiana Meggiolaro,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Veneto,skin_contact=No,sku_short=MEGSAR,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2018,wine_producer=Cristiana Meggiolaro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEGMAI19,"alt_image=/b/i/bianco_mai_da_usare.jpg,area=Monti Lessini,blended_grapes=Durella|Pinot Bianco,bottleml=750,box_size=12,cellar_practice=Barrel aged|Minimum S02|Skin contact|Unfiltered|Wild ferment,filtration=No,fruit=5,kind_byo_organic=Organic Wine,main_grape=Garganega,manufacturer=Cristiana Meggiolaro,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Veneto,skin_contact=No,sku_short=MEGMAI,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2019,wine_producer=Cristiana Meggiolaro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUNBAR19,"alt_image=/p/u/punset_barbera_punbar19.png,area=Barbaresco,bottleml=750,box_size=12,cellar_practice=Minimum S02|Unfiltered|Wild ferment,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Barbera,manufacturer=Punset,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Piemonte,skin_contact=No,sku_short=PUNBAR,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2019,wine_producer=Punset",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRIFRI18,"alt_image=/d/r/drius_friulano_drifri18.jpg,area=Collio,bottleml=750,box_size=6,cellar_practice=Minimum S02,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Tocai,manufacturer=Drius,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Friuli,skin_contact=No,sku_short=DRIFRI,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2018,wine_producer=Drius",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRIMAL16,"alt_image=/d/r/drius_malvasia_drimal16.png,bottleml=750,box_size=6,cellar_practice=Minimum S02,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Malvasia,manufacturer=Drius,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Friuli,skin_contact=No,sku_short=DRIMAL,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2016,wine_producer=Drius",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRIMAL17,"bottleml=750,box_size=6,cellar_practice=Minimum S02,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Malvasia,manufacturer=Drius,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Friuli,skin_contact=No,sku_short=DRIMAL,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2017,wine_producer=Drius",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRIPIB18,"bottleml=750,box_size=6,cellar_practice=Minimum S02,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Pinot Bianco,manufacturer=Drius,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Friuli,skin_contact=No,sku_short=DRIPIB,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2018,wine_producer=Drius",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRIPG18,"alt_image=/d/r/drius_pinot_grigio_dripg18.png,bottleml=750,box_size=6,cellar_practice=Minimum S02,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Pinot Grigio,manufacturer=Drius,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Friuli,skin_contact=No,sku_short=DRIPG,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2018,wine_producer=Drius",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRIMER16,"area=Isonzo,bottleml=750,box_size=6,cellar_practice=Minimum S02,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Merlot,manufacturer=Drius,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Friuli,skin_contact=No,sku_short=DRIMER,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2016,wine_producer=Drius",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLAPG18,"area=Colli Orientali del Friuli,bottleml=750,box_size=6,cellar_practice=Minimum S02,filtration=Yes,fruit=5,kind_byo_organic=Organic Wine,main_grape=Pinot Grigio,manufacturer=Flaibani,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Friuli,skin_contact=No,sku_short=FLAPG,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2018,wine_producer=Flaibani",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEDPIN18,"area=Colli Orientali del Friuli,bottleml=750,box_size=6,cellar_practice=Barrel aged|Barrel fermented|Minimum S02|Unfiltered|Wild ferment,filtration=No,fruit=5,kind_byo_organic=Organic Wine,main_grape=Pinot Nero,manufacturer=Le Due Terre,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Friuli,skin_contact=No,sku_short=LEDPIN,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2018,wine_producer=Le Due Terre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEDSRO17,"alt_image=/l/e/le_due_terre_sacrisassi_rosso_ledsro17.jpg,area=Colli Orientali del Friuli,blended_grapes=Refosco,bottleml=750,box_size=6,cellar_practice=Barrel aged|Barrel fermented|Minimum S02|Unfiltered|Wild ferment,filtration=No,fruit=5,kind_byo_organic=Organic Wine,main_grape=Schioppettino,manufacturer=Le Due Terre,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Friuli,skin_contact=No,sku_short=LEDSRO,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2017,wine_producer=Le Due Terre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BVPIG20,"area=Riviera Ligure di Ponente,bottleml=750,box_size=12,cellar_practice=Minimum S02|Unwooded,filtration=No,fruit=5,kind_byo_organic=Organic Wine,main_grape=Pigato,manufacturer=Bio Vio,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Liguria,skin_contact=No,sku_short=BVPIG,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2020,wine_producer=Bio Vio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BVROS20,"alt_image=/b/v/bvros20_bio_vio_rossese.jpg,area=Riviera Ligure di Ponente,bottleml=750,box_size=12,cellar_practice=Minimum S02|Unwooded,filtration=No,fruit=5,kind_byo_organic=Organic Wine,main_grape=Rossese,manufacturer=Bio Vio,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Liguria,skin_contact=No,sku_short=BVROS,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2020,wine_producer=Bio Vio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARCNOL15,"alt_image=/c/a/ca_dei_quattro_archi_borgo_di_nola_sangiovese_arcnol15.png,bottleml=750,box_size=12,cellar_practice=Minimum S02,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Sangiovese,manufacturer=Ca' dei Quattro Archi,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Emilia-Romagna,skin_contact=No,sku_short=ARCNOL,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2015,wine_producer=Ca' dei Quattro Archi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRDNOT17,"bottleml=750,box_size=12,cellar_practice=Minimum S02,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Sangiovese,manufacturer=Drei Dona',mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Emilia-Romagna,skin_contact=No,sku_short=DRDNOT,spontaneous_fermentation1=No,stripe_sub_enabled=No,vineyard_management=Organic,Vntg=2017,wine_producer=Drei Dona'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANPON13,"area=Reggio Emilia,blended_grapes=Malbo|Salamino|Sorbara,bottleml=750,box_size=6,cellar_practice=Minimum S02,filtration=Yes,fruit=5,kind_byo_organic=Organic Wine,main_grape=Grasparossa,manufacturer=Denny Bini,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Emilia-Romagna,second_fermentation=Undisgorged (Metodo Ancestrale),skin_contact=No,sku_short=DANPON,spontaneous_fermentation1=No,vineyard_management=Organic,Vntg=2013,wine_producer=Denny Bini",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANLIB13,"alt_image=/d/e/denny_bini_libeccio_danlib13.png,area=Reggio Emilia,bottleml=750,box_size=6,cellar_practice=Minimum S02,filtration=Yes,fruit=5,kind_byo_organic=Organic Wine,main_grape=Grasparossa,manufacturer=Denny Bini,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Emilia-Romagna,second_fermentation=Undisgorged (Metodo Ancestrale),skin_contact=No,sku_short=DANLIB,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2013,wine_producer=Denny Bini",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FILBIA17,"area=Brisighella Faenza,bottleml=750,box_size=12,cellar_practice=Minimum S02|Skin contact|Unfiltered|Wild ferment,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Trebbiano,manufacturer=Filippo Manetti,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Emilia-Romagna,skin_contact=No,sku_short=FILBIA,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2017,wine_producer=Filippo Manetti",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FILGEA20,"area=Brisighella Faenza,bottleml=750,box_size=12,cellar_practice=Minimum S02|Skin contact|Unfiltered|Unwooded|Wild ferment,filtration=No,fruit=5,kind_byo_organic=Organic Wine,main_grape=Albana,manufacturer=Filippo Manetti,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Emilia-Romagna,skin_contact=No,sku_short=FILGEA,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2020,wine_producer=Filippo Manetti",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
